scientificname,trait,hits,status,rank,division,commonname,uid,genus,species,subsp,modificationdate
Ochlerotatus intrudens,fecundity,0,active,species,mosquitos,NA,228921,Ochlerotatus,intrudens,NA,2018/10/29 00:00
Ochlerotatus intrudens,R0,0,active,species,mosquitos,NA,228921,Ochlerotatus,intrudens,NA,2018/10/29 00:00
Aedes japonicus,life_hist,4,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,autogeny,2,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,wing_length,2,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,voltinism,0,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,oviposition,15,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,overwinter,10,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,host_pref,21,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,fecundity,4,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes japonicus,R0,1,active,species,mosquitos,NA,140438,Aedes,japonicus,NA,2018/10/29 00:00
Aedes koreicus,life_hist,0,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,autogeny,0,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,wing_length,2,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,voltinism,0,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,oviposition,5,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,overwinter,1,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,host_pref,1,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,fecundity,1,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Aedes koreicus,R0,1,active,species,mosquitos,NA,586676,Aedes,koreicus,NA,2018/10/29 00:00
Ochlerotatus leucomelas,life_hist,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,autogeny,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,wing_length,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,voltinism,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,oviposition,2,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,overwinter,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,host_pref,1,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,fecundity,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Ochlerotatus leucomelas,R0,0,active,species,mosquitos,NA,1788511,Ochlerotatus,leucomelas,NA,2018/10/29 00:00
Acartomyia mariae,life_hist,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,autogeny,1,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,wing_length,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,voltinism,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,oviposition,1,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,overwinter,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,host_pref,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,fecundity,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Acartomyia mariae,R0,0,active,species,mosquitos,NA,120875,Acartomyia,mariae,NA,2018/10/29 00:00
Ochlerotatus nigrinus,life_hist,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,autogeny,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,wing_length,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,voltinism,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,oviposition,1,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,overwinter,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,host_pref,1,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,fecundity,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigrinus,R0,0,active,species,mosquitos,NA,1788512,Ochlerotatus,nigrinus,NA,2018/10/29 00:00
Ochlerotatus nigripes,life_hist,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,autogeny,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,wing_length,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,voltinism,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,oviposition,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,overwinter,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,host_pref,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,fecundity,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Ochlerotatus nigripes,R0,0,active,species,mosquitos,NA,508662,Ochlerotatus,nigripes,NA,2018/10/29 00:00
Acartomyia phoeniciae,life_hist,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,autogeny,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,wing_length,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,voltinism,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,oviposition,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,overwinter,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,host_pref,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,fecundity,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Acartomyia phoeniciae,R0,0,active,species,mosquitos,NA,1548036,Acartomyia,phoeniciae,NA,2018/10/29 00:00
Ochlerotatus pionips,life_hist,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,autogeny,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,wing_length,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,voltinism,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,oviposition,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,overwinter,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,host_pref,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,fecundity,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pionips,R0,0,active,species,mosquitos,NA,1315219,Ochlerotatus,pionips,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,life_hist,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,autogeny,1,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,wing_length,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,voltinism,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,oviposition,2,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,overwinter,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,host_pref,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,fecundity,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pulcritarsis,R0,0,active,species,mosquitos,NA,1529939,Ochlerotatus,pulcritarsis,NA,2018/10/29 00:00
Ochlerotatus pullatus,life_hist,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,autogeny,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,wing_length,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,voltinism,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,oviposition,1,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,overwinter,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,host_pref,1,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,fecundity,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus pullatus,R0,0,active,species,mosquitos,NA,120876,Ochlerotatus,pullatus,NA,2018/10/29 00:00
Ochlerotatus punctor,life_hist,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,autogeny,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,wing_length,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,voltinism,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,oviposition,1,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,overwinter,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,host_pref,2,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,fecundity,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus punctor,R0,0,active,species,mosquitos,NA,46209,Ochlerotatus,punctor,NA,2018/10/29 00:00
Ochlerotatus refiki,life_hist,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,autogeny,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,wing_length,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,voltinism,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,oviposition,1,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,overwinter,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,host_pref,1,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,fecundity,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus refiki,R0,0,active,species,mosquitos,NA,1788513,Ochlerotatus,refiki,NA,2018/10/29 00:00
Ochlerotatus riparius,life_hist,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,autogeny,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,wing_length,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,voltinism,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,oviposition,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,overwinter,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,host_pref,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,fecundity,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Ochlerotatus riparius,R0,0,active,species,mosquitos,NA,743694,Ochlerotatus,riparius,NA,2018/10/29 00:00
Aedes rossicus,life_hist,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,autogeny,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,wing_length,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,voltinism,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,oviposition,1,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,overwinter,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,host_pref,1,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,fecundity,0,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Aedes rossicus,R0,1,active,species,mosquitos,NA,761982,Aedes,rossicus,NA,2013/06/19 00:00
Ochlerotatus rusticus,life_hist,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,autogeny,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,wing_length,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,voltinism,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,oviposition,2,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,overwinter,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,host_pref,1,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,fecundity,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus rusticus,R0,0,active,species,mosquitos,NA,120877,Ochlerotatus,rusticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,life_hist,0,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,autogeny,0,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,wing_length,3,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,voltinism,0,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,oviposition,6,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,overwinter,2,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,host_pref,4,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,fecundity,0,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Ochlerotatus sticticus,R0,0,active,species,mosquitos,NA,120878,Ochlerotatus,sticticus,NA,2018/10/29 00:00
Aedes vexans,life_hist,3,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,autogeny,5,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,wing_length,3,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,voltinism,0,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,oviposition,22,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,overwinter,6,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,host_pref,55,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,fecundity,2,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vexans,R0,2,active,species,mosquitos,NA,7163,Aedes,vexans,NA,2018/10/29 00:00
Aedes vittatus,life_hist,1,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,autogeny,2,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,wing_length,0,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,voltinism,0,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,oviposition,12,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,overwinter,0,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,host_pref,9,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,fecundity,0,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Aedes vittatus,R0,1,active,species,mosquitos,NA,317808,Aedes,vittatus,NA,2018/10/29 00:00
Acartomyia zammitii,life_hist,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,autogeny,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,wing_length,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,voltinism,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,oviposition,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,overwinter,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,host_pref,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,fecundity,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Acartomyia zammitii,R0,0,active,species,mosquitos,NA,1548034,Acartomyia,zammitii,NA,2018/10/29 00:00
Anopheles ainshamsi,life_hist,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,autogeny,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,wing_length,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,voltinism,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,oviposition,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,overwinter,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,host_pref,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,fecundity,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles ainshamsi,R0,0,active,species,mosquitos,NA,622773,Anopheles,ainshamsi,NA,2009/05/10 00:00
Anopheles algeriensis,life_hist,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,autogeny,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,wing_length,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,voltinism,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,oviposition,4,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,overwinter,1,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,host_pref,2,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,fecundity,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles algeriensis,R0,0,active,species,mosquitos,NA,1411912,Anopheles,algeriensis,NA,2014/04/23 00:00
Anopheles apoci,life_hist,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,autogeny,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,wing_length,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,voltinism,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,oviposition,3,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,overwinter,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,host_pref,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,fecundity,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles apoci,R0,0,active,species,mosquitos,NA,262008,Anopheles,apoci,NA,2005/01/19 00:00
Anopheles arabiensis,life_hist,29,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,autogeny,2,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,wing_length,15,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,voltinism,0,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,oviposition,68,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,overwinter,5,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,host_pref,154,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,fecundity,25,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles arabiensis,R0,21,active,species,mosquitos,NA,7173,Anopheles,arabiensis,NA,2015/07/31 00:00
Anopheles atroparvus,life_hist,0,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,autogeny,2,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,wing_length,2,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,voltinism,0,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,oviposition,6,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,overwinter,3,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,host_pref,20,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,fecundity,2,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles atroparvus,R0,6,active,species,mosquitos,NA,41427,Anopheles,atroparvus,NA,2018/11/23 00:00
Anopheles cinereus,life_hist,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,autogeny,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,wing_length,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,voltinism,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,oviposition,7,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,overwinter,1,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,host_pref,12,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,fecundity,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles cinereus,R0,0,active,species,mosquitos,NA,1632206,Anopheles,cinereus,NA,2017/01/02 00:00
Anopheles claviger,life_hist,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
